,KMeans SSE,DBScan Silhoette Score,Kmeans Entropy,DBScan Entropy,Kmeans Purity,DBScan Purity
0,0.3881297258979206,0.44239704943528174,8.220665234832966,8.220665234832966,0.3456521739130435,0.7652173913043478
